"head","relation","tail"
"mondo.0019542","associated","uniprot.P09919"
"mondo.0013784","symptom","hpo.0002104"
"drugbank.DB00882","SE","meddra.10009259"
"mondo.0008383","associated","uniprot.Q13950"
"mondo.0008585","associated","uniprot.P05156"
"drugbank.DB00928","SE","meddra.10036790"
"mondo.0015999","symptom","hpo.0000787"
"drugbank.DB06201","target","uniprot.Q01118"
"drugbank.DB00619","target","uniprot.Q15046"
"mondo.0009665","symptom","hpo.0002098"
"drugbank.DB06589","target","uniprot.O14965"
"drugbank.DB01262","SE","meddra.10035598"
"mondo.0008209","symptom","hpo.0002558"
"mondo.0016642","associated","uniprot.Q12824"
"drugbank.DB01268","target","uniprot.Q8NFD2"
"mondo.0011245","associated","uniprot.P29033"
"mondo.0009856","symptom","hpo.0000126"
"mondo.0100296","symptom","hpo.0002861"
"mondo.0013571","symptom","hpo.0100753"
"mondo.0016466","associated","uniprot.P10451"
"mondo.0005136","associated","uniprot.P05362"
"mondo.0007105","symptom","hpo.0000726"
"mondo.0018177","associated","uniprot.P14780"
"mondo.0014413","symptom","hpo.0410030"
"mondo.0018045","associated","uniprot.Q9NX24"
"mondo.0800042","symptom","hpo.0001562"
"mondo.0014791","symptom","hpo.0002591"
"mondo.0007269","associated","uniprot.Q04446"
"mondo.0013268","symptom","hpo.0000135"
"mondo.0014458","symptom","hpo.0002148"
"drugbank.DB00193","SE","meddra.10033078"
"mondo.0007411","symptom","hpo.0000139"
"mondo.0010506","associated","uniprot.Q9NVW2"
"mondo.0019600","associated","uniprot.Q9Y253"
"mondo.0013531","associated","uniprot.P78330"
"mondo.0013184","associated","uniprot.P16422"
"mondo.0011986","associated","uniprot.Q99895"
"mondo.0013021","symptom","hpo.0040165"
"mondo.0013902","associated","uniprot.O43541"
"mondo.0012125","associated","uniprot.Q5T442"
"mondo.0015705","associated","uniprot.P12883"
"mondo.0018937","symptom","hpo.0000618"
"mondo.0013627","symptom","hpo.0001385"
"drugbank.DB08875","target","uniprot.Q02763"
"drugbank.DB00317","target","uniprot.P51617"
"drugbank.DB00909","SE","meddra.10022955"
"drugbank.DB01197","SE","meddra.10030289"
"drugbank.DB00783","SE","meddra.10005169"
"mondo.0008018","symptom","hpo.0003003"
"mondo.0011996","associated","uniprot.Q01196"
"drugbank.DB06626","target","uniprot.Q8NFD2"
"mondo.0014871","associated","uniprot.Q8NDL9"
"mondo.0008487","associated","uniprot.P49286"
"mondo.0009965","symptom","hpo.0001541"
"drugbank.DB01088","SE","meddra.10019523"
"drugbank.DB01204","target","uniprot.P06241"
"mondo.0012988","symptom","hpo.0410030"
"drugbank.DB00393","target","uniprot.P33261"
"drugbank.DB08882","target","uniprot.P11229"
"mondo.0008818","symptom","hpo.0001714"
"mondo.0013644","associated","uniprot.Q14204"
"mondo.0011790","associated","uniprot.Q9HC21"
"mondo.0011719","associated","uniprot.Q99835"
"drugbank.DB00530","target","uniprot.Q2M2I8"
"mondo.0009867","symptom","hpo.0002104"
"drugbank.DB01167","target","uniprot.P25024"
"mondo.0012180","symptom","hpo.0001695"
"mondo.0009341","symptom","hpo.0002558"
"mondo.0013840","symptom","hpo.0001298"
"drugbank.DB00242","SE","meddra.10019493"
"drugbank.DB08865","target","uniprot.O14965"
"drugbank.DB01268","target","uniprot.Q16584"
"mondo.0007297","symptom","hpo.0000726"
"mondo.0012359","symptom","hpo.0001890"
"drugbank.DB00215","SE","meddra.10012218"
"mondo.0009623","symptom","hpo.0002878"
"mondo.0008720","associated","uniprot.O60806"
"mondo.0024531","symptom","hpo.0000544"
"mondo.0013334","symptom","hpo.0001539"
"drugbank.DB00811","SE","meddra.10047924"
"drugbank.DB09389","SE","meddra.10027514"
"mondo.0013599","symptom","hpo.0100646"
"mondo.0014887","symptom","hpo.0001915"
"mondo.0016011","associated","uniprot.Q9H2P0"
"mondo.0009364","associated","uniprot.Q8NCR0"
"mondo.0010361","associated","uniprot.O75914"
"drugbank.DB00695","SE","meddra.10002969"
"drugbank.DB00328","target","uniprot.P42330"
"drugbank.DB00402","target","uniprot.P31644"
"mondo.0009910","symptom","hpo.0100578"
"mondo.0013787","symptom","hpo.0001650"
"drugbank.DB00679","SE","meddra.10047281"
"mondo.0013950","symptom","hpo.0001433"
"drugbank.DB00692","target","uniprot.P35498"
"mondo.0016812","associated","uniprot.P35270"
"drugbank.DB01097","SE","meddra.10043248"
"mondo.0012430","symptom","hpo.0001007"
"drugbank.DB00659","SE","meddra.10042434"
"drugbank.DB08865","target","uniprot.Q9UL54"
"mondo.0010949","associated","uniprot.P51149"
"mondo.0018031","associated","uniprot.Q9BXL7"
"mondo.0014643","symptom","hpo.0000646"
"mondo.0010017","symptom","hpo.0001482"
"mondo.0014889","symptom","hpo.0002317"
"mondo.0005029","associated","uniprot.Q9UQQ2"
"drugbank.DB08911","SE","meddra.10020647"
"mondo.0001187","associated","uniprot.P05164"
"drugbank.DB01224","SE","meddra.10012671"
"drugbank.DB00555","SE","meddra.10003285"
"mondo.0010472","symptom","hpo.0000717"
"mondo.0013074","symptom","hpo.0001269"
"mondo.0008383","associated","uniprot.P05231"
"mondo.0014377","symptom","hpo.0002133"
"mondo.0007576","associated","uniprot.Q96GV9"
"drugbank.DB01110","target","uniprot.P32245"
"drugbank.DB00619","SE","meddra.10020647"
"mondo.0100244","symptom","hpo.0032043"
"drugbank.DB00924","target","uniprot.P50406"
"drugbank.DB00924","target","uniprot.P34969"
"drugbank.DB00709","SE","meddra.10000496"
"drugbank.DB00740","SE","meddra.10020587"
"drugbank.DB00398","target","uniprot.P29323"
"drugbank.DB00811","SE","meddra.10020949"
"mondo.0012105","symptom","hpo.0100534"
"drugbank.DB00555","SE","meddra.10000269"
"mondo.0018874","associated","uniprot.Q15560"
"mondo.0014269","symptom","hpo.0001942"
"mondo.0010092","associated","uniprot.Q8IYA6"
"mondo.0010674","symptom","hpo.0003552"
"mondo.0010041","associated","uniprot.Q9NZJ4"
"mondo.0010588","symptom","hpo.0000541"
"mondo.0013756","associated","uniprot.Q92959"
"drugbank.DB08865","target","uniprot.Q9H2K8"
"mondo.0015277","associated","uniprot.P15428"
"mondo.0012290","symptom","hpo.0011951"
"mondo.0015104","symptom","hpo.0002725"
"mondo.0005580","associated","uniprot.P18887"
"drugbank.DB00230","SE","meddra.10021013"
"drugbank.DB01224","target","uniprot.P20309"
"drugbank.DB00962","SE","meddra.10021649"
"mondo.0010588","associated","uniprot.Q00604"
"drugbank.DB00313","SE","meddra.10053198"
"drugbank.DB00472","target","uniprot.P08913"
"mondo.0008436","symptom","hpo.0010628"
"mondo.0009723","associated","uniprot.P19404"
"mondo.0019354","symptom","hpo.0000618"
"drugbank.DB06626","target","uniprot.P35968"
"drugbank.DB00252","SE","meddra.10020910"
"mondo.0009889","symptom","hpo.0001395"
"mondo.0013971","symptom","hpo.0002067"
"mondo.0013116","symptom","hpo.0003128"
"mondo.0016419","associated","uniprot.Q8IY92"
"mondo.0018874","associated","uniprot.Q13191"
"mondo.0011291","symptom","hpo.0003073"
"drugbank.DB00540","target","uniprot.P08908"
"mondo.0010789","associated","uniprot.P00395"
"drugbank.DB00846","target","uniprot.P04150"
"drugbank.DB00872","target","uniprot.P30518"
"mondo.0009756","symptom","hpo.0001541"
"mondo.0010172","symptom","hpo.0003826"
"mondo.0002546","associated","uniprot.P21359"
"mondo.0011330","symptom","hpo.0002311"
"mondo.0015193","associated","uniprot.Q6UXH8"
"drugbank.DB01273","target","uniprot.P07510"
"mondo.0014476","associated","uniprot.Q5T4S7"
"drugbank.DB08916","target","uniprot.Q13163"
"drugbank.DB00287","SE","meddra.10028521"
"mondo.0009527","symptom","hpo.0005978"
"drugbank.DB00327","target","uniprot.P41143"
"drugbank.DB05294","target","uniprot.Q15375"
"drugbank.DB01224","SE","meddra.10011703"
"mondo.0005820","symptom","hpo.0001622"
"mondo.0013148","symptom","hpo.0004756"
"mondo.0014687","symptom","hpo.0000980"
"drugbank.DB01291","target","uniprot.P07550"
"mondo.0014018","symptom","hpo.0002063"
"mondo.0008965","associated","uniprot.O15041"
"mondo.0019542","associated","uniprot.P14210"
"mondo.0014166","symptom","hpo.0001878"
"drugbank.DB00398","target","uniprot.Q8NE63"
"drugbank.DB06626","target","uniprot.P53779"
"mondo.0019350","associated","uniprot.P16157"
"drugbank.DB01186","SE","meddra.10013916"
"drugbank.DB04868","target","uniprot.P54764"
"drugbank.DB01268","SE","meddra.10020850"
"drugbank.DB06589","target","uniprot.P29597"
"mondo.0015247","symptom","hpo.0003002"
"drugbank.DB04855","target","uniprot.Q9UL51"
"mondo.0013351","symptom","hpo.0002169"
"mondo.0013621","symptom","hpo.0000100"
"drugbank.DB05294","target","uniprot.P12931"
"mondo.0008948","symptom","hpo.0001081"
"mondo.0019933","symptom","hpo.0001386"
"drugbank.DB00379","target","uniprot.Q9NY72"
"drugbank.DB00252","SE","meddra.10002241"
"mondo.0010621","symptom","hpo.0000126"
"drugbank.DB00986","target","uniprot.P08173"
"mondo.0008383","associated","uniprot.Q8TDB4"
"drugbank.DB00285","SE","meddra.10020558"
"mondo.0018309","associated","uniprot.Q68CQ4"
"mondo.0011439","symptom","hpo.0001300"
"mondo.0008458","associated","uniprot.Q6IQ55"
"mondo.0010959","associated","uniprot.Q96GP6"
"mondo.0800027","symptom","hpo.0002067"
"drugbank.DB01043","SE","meddra.10021649"
"mondo.0016296","symptom","hpo.0001636"
"mondo.0018169","symptom","hpo.0000541"
"drugbank.DB01050","SE","meddra.10020943"
"drugbank.DB08875","target","uniprot.P10721"
"mondo.0018997","associated","uniprot.P01111"
"mondo.0010549","symptom","hpo.0002311"
"drugbank.DB04868","target","uniprot.P42685"
"mondo.0016862","symptom","hpo.0001947"
"drugbank.DB00472","SE","meddra.10003285"
"mondo.0009627","associated","uniprot.Q9Y3C4"
"drugbank.DB04868","SE","meddra.10040943"
"drugbank.DB01273","SE","meddra.10015068"
"mondo.0012806","symptom","hpo.0002046"
"mondo.0014296","associated","uniprot.Q96BZ9"
"drugbank.DB01224","SE","meddra.10018473"
"mondo.0016596","associated","uniprot.Q3MUY2"
"mondo.0011996","associated","uniprot.O00327"
"mondo.0010870","symptom","hpo.0002878"
"drugbank.DB00273","SE","meddra.10039100"
"drugbank.DB00906","SE","meddra.10018386"
"mondo.0060583","symptom","hpo.0002573"
"mondo.0007435","symptom","hpo.0002072"
"drugbank.DB05294","target","uniprot.Q08345"
"mondo.0100296","symptom","hpo.0031057"
"mondo.0018089","symptom","hpo.0030148"
"mondo.0010683","associated","uniprot.P07951"
"drugbank.DB00788","SE","meddra.10027162"
"drugbank.DB00268","SE","meddra.10046803"
"drugbank.DB01275","SE","meddra.10015068"
"drugbank.DB01165","SE","meddra.10013952"
"drugbank.DB01198","target","uniprot.P34903"
"drugbank.DB06589","target","uniprot.P19525"
"drugbank.DB00715","target","uniprot.P23975"
"drugbank.DB00753","target","uniprot.P57789"
"mondo.0000107","symptom","hpo.0002098"
"mondo.0008487","associated","uniprot.Q9NZM5"
"mondo.0009050","symptom","hpo.0000726"
"drugbank.DB00239","target","uniprot.P28223"
"drugbank.DB00897","target","uniprot.P48169"
"drugbank.DB00216","SE","meddra.10003671"
"mondo.0008895","symptom","hpo.0025324"
"mondo.0007534","symptom","hpo.0001622"
"mondo.0015780","associated","uniprot.Q9NX24"
"mondo.0015240","associated","uniprot.P07951"
"drugbank.DB00239","target","uniprot.P31645"
"mondo.0012160","associated","uniprot.P49585"
"mondo.0012923","symptom","hpo.0002155"
"drugbank.DB01126","target","uniprot.P31213"
"drugbank.DB00983","target","uniprot.P13945"
"drugbank.DB01273","SE","meddra.10060544"
"mondo.0008152","symptom","hpo.0000093"
"mondo.0010498","symptom","hpo.0008064"
"mondo.0013907","symptom","hpo.0002300"
"drugbank.DB00404","target","uniprot.P47869"
"mondo.0014883","symptom","hpo.0001653"
"mondo.0011190","associated","uniprot.Q9Y592"
"mondo.0014701","symptom","hpo.0025258"
"mondo.0009309","associated","uniprot.P14598"
"mondo.0012594","symptom","hpo.0000099"
"drugbank.DB00882","target","uniprot.P18089"
"mondo.0008854","associated","uniprot.Q9BXC9"
"drugbank.DB01110","target","uniprot.P10635"
"mondo.0013875","associated","uniprot.Q96JX3"
"mondo.0009613","associated","uniprot.Q8IVH4"
"drugbank.DB00543","SE","meddra.10003656"
"drugbank.DB01254","target","uniprot.Q99640"
"drugbank.DB08901","target","uniprot.P16234"
"drugbank.DB00287","SE","meddra.10025409"
"mondo.0014596","symptom","hpo.0001004"
"drugbank.DB01236","target","uniprot.O95069"
"mondo.0100349","associated","uniprot.Q5HYA8"
"mondo.0018975","associated","uniprot.Q7Z699"
"mondo.0014870","symptom","hpo.0001562"
"drugbank.DB00213","SE","meddra.10020907"
"mondo.0010848","associated","uniprot.Q13255"
"mondo.0018997","associated","uniprot.P62140"
"mondo.0009238","symptom","hpo.0100660"
"mondo.0008294","symptom","hpo.0001259"
"mondo.0018133","associated","uniprot.Q99698"
"mondo.0013997","symptom","hpo.0001269"
"mondo.0023122","symptom","hpo.0012125"
"drugbank.DB00755","target","uniprot.P35398"
"mondo.0015753","symptom","hpo.0011703"
"mondo.0011964","associated","uniprot.Q9H3H5"
"drugbank.DB01242","SE","meddra.10060544"
"mondo.0100280","symptom","hpo.0000225"
"mondo.0009388","associated","uniprot.Q9UDR5"
"drugbank.DB00264","target","uniprot.P08588"
"mondo.0011719","associated","uniprot.P21912"
"drugbank.DB04839","target","uniprot.P06401"
"mondo.0016466","associated","uniprot.P01009"
"mondo.0015019","symptom","hpo.0001714"
"mondo.0010435","associated","uniprot.P51810"
"mondo.0009282","symptom","hpo.0006543"
"drugbank.DB00996","SE","meddra.10027313"
"mondo.0008457","associated","uniprot.Q12948"
"drugbank.DB04574","SE","meddra.10052426"
"drugbank.DB00715","SE","meddra.10033132"
"drugbank.DB06148","target","uniprot.P20309"
"mondo.0012790","symptom","hpo.0000741"
"mondo.0005028","associated","uniprot.Q8N0X7"
"drugbank.DB00811","SE","meddra.10030942"
"drugbank.DB00186","SE","meddra.10019252"
"mondo.0014143","associated","uniprot.Q92963"
"drugbank.DB08865","target","uniprot.P00533"
"mondo.0009226","associated","uniprot.P12107"
"drugbank.DB00268","SE","meddra.10049195"
"mondo.0013638","symptom","hpo.0000998"
"mondo.0009661","symptom","hpo.0001007"
"mondo.0009452","symptom","hpo.0001387"
"drugbank.DB01005","SE","meddra.10038795"
"mondo.0005388","associated","uniprot.Q6P3S1"
"drugbank.DB00695","target","uniprot.Q9ULX7"
"mondo.0014136","symptom","hpo.0004749"
"drugbank.DB00659","SE","meddra.10001639"
"mondo.0008684","symptom","hpo.0000826"
"mondo.0017317","associated","uniprot.P01112"
"drugbank.DB00425","target","uniprot.P47869"
"mondo.0014686","symptom","hpo.0002186"
"mondo.0012726","symptom","hpo.0000573"
"mondo.8000024","associated","uniprot.Q05655"
"drugbank.DB06616","target","uniprot.Q9UM73"
"mondo.0008752","symptom","hpo.0001618"
"mondo.0014504","symptom","hpo.0000602"
"mondo.0009696","associated","uniprot.Q5JVL4"
"drugbank.DB00358","SE","meddra.10062975"
"mondo.0010210","associated","uniprot.P23025"
"mondo.0008380","symptom","hpo.0100658"
"mondo.0008948","symptom","hpo.0000746"
"drugbank.DB01088","SE","meddra.10044684"
"mondo.0014991","symptom","hpo.0003076"
"drugbank.DB01186","target","uniprot.P10635"
"mondo.0018875","symptom","hpo.0004808"
"mondo.0013635","symptom","hpo.0001562"
"drugbank.DB01254","target","uniprot.O00329"
"drugbank.DB04946","target","uniprot.P28223"
"drugbank.DB06616","target","uniprot.Q16512"
"mondo.0008856","symptom","hpo.0001894"
"mondo.0013536","symptom","hpo.0000123"
"mondo.0013255","symptom","hpo.0000112"
"mondo.0018023","associated","uniprot.P69905"
"mondo.0800026","associated","uniprot.P50553"
"mondo.0044738","symptom","hpo.0000717"
"mondo.0014481","symptom","hpo.0200039"
"drugbank.DB00877","target","uniprot.P42345"
"mondo.0800044","symptom","hpo.0007957"
"mondo.0010492","associated","uniprot.Q96P66"
"mondo.0010137","associated","uniprot.Q1HG44"
"drugbank.DB01268","target","uniprot.P17252"
"mondo.0018150","symptom","hpo.0000823"
"mondo.0018229","associated","uniprot.P02768"
"drugbank.DB11750","SE","meddra.10024438"
"drugbank.DB01440","SE","meddra.10041347"
"mondo.0013135","symptom","hpo.0002583"
"drugbank.DB00697","SE","meddra.10029148"
"mondo.0019006","associated","uniprot.Q16827"
"mondo.0012794","symptom","hpo.0100578"
"drugbank.DB00738","target","uniprot.P07477"
"mondo.0014453","symptom","hpo.0005550"
"drugbank.DB00697","SE","meddra.10037596"
"drugbank.DB00982","target","uniprot.P10276"
"drugbank.DB01175","SE","meddra.10037596"
"drugbank.DB00188","target","uniprot.P10619"
"mondo.0009070","associated","uniprot.Q8IVS8"
"mondo.0008436","symptom","hpo.0002170"
"drugbank.DB00877","target","uniprot.P11712"
"mondo.0008104","associated","uniprot.P36507"
"mondo.0014835","symptom","hpo.0002072"
"drugbank.DB00315","SE","meddra.10028980"
"mondo.0007893","symptom","hpo.0002861"
"drugbank.DB00193","SE","meddra.10043255"
"drugbank.DB00381","target","uniprot.O95180"
"drugbank.DB01260","SE","meddra.10043189"
"mondo.0016006","symptom","hpo.0000093"
"drugbank.DB04868","target","uniprot.P07451"
"mondo.0007959","associated","uniprot.P51587"
"mondo.0010519","symptom","hpo.0001387"
"drugbank.DB00952","SE","meddra.10017822"
"mondo.0013074","associated","uniprot.P11362"
"mondo.0009532","associated","uniprot.Q2NKJ3"
"mondo.0014054","symptom","hpo.0000554"
"drugbank.DB01175","target","uniprot.P35367"
"drugbank.DB05294","target","uniprot.P36888"
"mondo.0015999","symptom","hpo.0002354"
"mondo.0020492","symptom","hpo.0002133"
"mondo.0012186","symptom","hpo.0000980"
"mondo.0001187","associated","uniprot.P22607"
"drugbank.DB08896","target","uniprot.P35968"
"mondo.0018963","associated","uniprot.P00167"
"mondo.0014499","associated","uniprot.P52848"
"mondo.0009364","associated","uniprot.Q9Y6A1"
"mondo.0007959","associated","uniprot.O94953"
"drugbank.DB00399","target","uniprot.P14780"
"mondo.0006292","associated","uniprot.P04637"
"drugbank.DB00248","SE","meddra.10035624"
"mondo.0018150","symptom","hpo.0000488"
"drugbank.DB00808","target","uniprot.Q8N1Q1"
"drugbank.DB01254","target","uniprot.O60674"
"drugbank.DB00313","SE","meddra.10036049"
"mondo.0011798","symptom","hpo.0000726"
"drugbank.DB01254","target","uniprot.P07947"
"drugbank.DB06626","target","uniprot.Q99759"
"mondo.0009530","associated","uniprot.Q16610"
"drugbank.DB01267","target","uniprot.P35367"
"mondo.0009226","symptom","hpo.0003826"
"mondo.0012312","symptom","hpo.0004757"
"mondo.0009627","symptom","hpo.0000112"
"mondo.0018968","associated","uniprot.P15328"
"mondo.0010820","associated","uniprot.O75569"
"mondo.0016596","associated","uniprot.Q96FM1"
"mondo.0003582","associated","uniprot.O43502"
"mondo.0019542","symptom","hpo.0002311"
"mondo.0008692","symptom","hpo.0000488"
"mondo.0014629","associated","uniprot.P53621"
"drugbank.DB01115","target","uniprot.Q99250"
"drugbank.DB00393","target","uniprot.Q96RI1"
"mondo.0008383","associated","uniprot.Q13568"
"mondo.0014574","associated","uniprot.P20810"
"drugbank.DB00804","SE","meddra.10046541"
"drugbank.DB00715","SE","meddra.10014561"
"drugbank.DB00370","SE","meddra.10035759"
"mondo.0008457","associated","uniprot.Q9NYP7"
"mondo.0008721","symptom","hpo.0001987"
"mondo.0014440","associated","uniprot.Q6ZW61"
"drugbank.DB00612","SE","meddra.10001723"
"mondo.0018053","symptom","hpo.0000546"
"drugbank.DB00582","SE","meddra.10020850"
"mondo.0012211","associated","uniprot.O75352"
"drugbank.DB00996","SE","meddra.10038845"
"mondo.0018959","symptom","hpo.0003552"
"drugbank.DB08865","target","uniprot.Q9UQ88"
"mondo.0013291","symptom","hpo.0001638"
"mondo.0014823","symptom","hpo.0002045"
